https://www.kulinarika.net/recepti/seznam/sladice : 4930458|32964316|5433750|652555|6190240|3190233|73123|5537912|12957728|6185078|9344806|30900358|11026694|1665582|11715023|1325450|330365|4353446|4350167|6770452|4137557|6257188|2487932|4050573|3564419|24634993|16326196|6735962|7647504|18472520|5514470|17493423|10701214|2333139|5613858|16639843|8222984|8209580|16596720|6488569|2760580|12530141|1677633|1217442|8669975|2789366|1254362|8519187|4167840|10336285|6451433|6015715|1331796|13337579|1234346|9273802|11781436|34364932|2344782|1026956|5207987|5039889|17931088|2591280|7475015|20959797|1324271|1388470|23925646|22222008|6975155|12929337|9336078|7946728|4626360|11258121|9324562|54172335|846376|3832922|40924275|1433208|9532352|9998878|2439599|35284837|1973935|2985342|935500|1072637|7824203|38794961|1430046|26142974|11098590|319870|7065277|13494962|17395959|9677267|3779925|492517|8725015|26299337|14243428|50725|12013844|2113118|15721544|4081645|6263263|323344|1381252|827502|42390333|1529390|4923505|24868091|1248536|8298096|11870273|15289675|8800455|11803115|16429559|2359349|4357919|12516|3922244|12775877|3788258|2892592|7829929|3329947|12475110|9280790|3329412|4498196|171933|3430684|8984555|6173108|1005217|18611536|4949089|4344625|49579830|1540700|25101146|7289944|1809044|9714802|12075448|19911052|1962730|1729077|11365098|10229138|8541590|827607|21815566|4950861|1912313|3245487|8122632|660662|1778639|2752141|5338352|2791368|11298564|6397360|10876552|28985394|6257173|2899051|10346179|28352|8293786|14786152|10740223|16553356|3444410|19520106|12262773|3063231|453655|12331000|13354676|14379031|1567582|2804036|5638714|3123523|11669764|5019783|452223|4625635|862340|6419707|38936519|12387383|26434769|9270519|26975943|7970934|4671691|2973713|4479590|6102894|11568114|11161839|3376140|1156134|12519052|2286396|19880501|5073726|10197265|11224398|11536661|13885081|27663055|8848403|18454695|3812157|29350586|18561596|6154198|8987431|12823609|325097|469846|1442848|12964377|4861484|10489680|5726875|4302940|9610309|4093476|14869878|10110440|8430568|6645294|8783542|465097|1557590|4071260|10751395
https://www.kulinarika.net/recepti/sladice/pecivo/potratna-rolada/22765 : 3161492|6644331|1804629|652555|7815643|1965994|5060861|1229215|1869223|6185078|9157774|10350641|22334081|1665582|4822771|1325450|330365|4353446|17649273|11926397|8587461|6257188|7560452|10266099|3564419|24634993|5711635|10340600|7647504|6799859|970469|6911900|9817623|148818|369520|11416672|4693082|15703399|287368|14485054|683250|3499234|904187|75780|5702388|1266756|1254362|10892655|6930357|1403063|444374|5870692|8971708|17862774|3130399|5229376|8290702|10045695|206062|1026956|286880|5039889|4403114|4589583|13972883|2069514|5572164|1388470|26232412|8967177|5557196|4915132|2083513|8537309|8409732|12040532|14949028|5759946|4950640|3187496|1062995|73305|1748573|11779215|3094098|31426194|1973935|1411857|935500|1697001|2855240|6540056|1430046|1026694|12651760|26955243|7065277|10397464|11565925|27390704|3779925|492517|1873251|9102601|9765199|3566663|9261012|2113118|2722409|4303059|3054442|8509709|13737215|827502|26259519|9976186|4923505|11212761|3155174|8633904|11870273|4645489|1709680|1385803|10852223|3365172|66912|3424497|3922244|6682502|3788258|12847139|730869|650121|12347324|9280790|4957954|660946|13645144|3167321|5424502|14300384|13494261|1979742|4949089|14140065|3328536|1540700|13608622|5154069|1809044|9714802|9723562|31491660|1854522|6128844|2815966|18050044|8541590|827607|4705557|3290707|3048205|9536407|3122868|660662|939248|20057496|5338352|6607683|1757703|2413860|9386095|28985394|6257173|5795299|250326|1081652|328209|15528990|22876771|1539877|1349993|1470099|24956919|3063231|2495201|8301397|118529|14379031|12025136|9554258|8914737|11941082|21390942|5019783|452223|287089|862340|3312421|10868089|12387383|5952112|12420179|30584530|1819526|4671691|24981014|15345338|4963446|10916890|11029988|15267652|1156134|14526682|2286396|1780390|5073726|1632936|25254664|7259989|8443260|3009492|10045577|316751|3812157|5862812|13310833|5164339|8987431|6142324|325097|5551797|1442848|12964377|3414187|6139884|1737420|476267|2279797|4093476|11394920|10110440|8430568|3386223|8783542|1347438|19372555|4071260|1453146
https://www.kulinarika.net/recepti/sladice/pecivo/rogljicki-s-skuto-/21526 : 12540433|6130210|5433750|652555|17272904|16867650|6322550|1229215|12957728|3150438|21139382|5280528|4611707|5418397|10999333|1325450|6110016|3820692|17649273|20010772|1263048|4131727|7560452|8977963|3564419|4403843|2326991|17445768|7647504|2765758|6698641|6911900|2399296|148818|3716089|11385587|12511146|1330933|4190313|11961609|21563213|3499234|5647122|75780|19799261|1266756|1254362|14594335|4709364|9156677|8007594|26597601|8971708|4777561|3130399|2951148|8290702|7470401|2344782|1026956|5207987|5039889|4403114|4589583|13972883|4597643|5572164|1388470|4179393|17109176|1012612|12929337|2354119|25156813|3312467|14368440|19297859|12244326|3796687|2313802|15092265|1433208|1748573|11779215|9998020|889075|1973935|3354144|814188|1697001|2026135|1407791|9059420|709345|12651760|15441135|3500336|3200201|6705090|3866795|3779925|492517|20484774|6637824|1349493|7455330|8744881|2113118|582419|2216027|17298440|1843595|2604783|827502|11144032|14571246|4923505|41317250|5127274|13478976|4193684|22480844|31015276|1385803|10852223|751710|66912|3958985|2674799|5619454|3788258|10775604|1837280|3434846|1210640|7322887|4957954|9308837|13645144|4231534|4559330|14300384|6238197|1979742|2093271|958642|13760870|1540700|1773171|5476018|1809044|11202379|883733|6622060|1962730|45670|5711063|991937|8541590|827607|21815566|4950861|8529869|4262201|8014641|660662|1778639|190284|3516953|6577398|902322|199030|5592607|7425527|10202813|15433207|3628037|1081652|2159268|6131195|4299406|1035696|2460088|19520106|18622634|3063231|2495201|8401992|3573926|646919|15760303|6645670|4848704|6194086|5124368|5019783|452223|762554|862340|6419707|3126165|12387383|7848996|3644563|2706891|3900190|773443|11745578|16722885|8921750|5463155|4559931|13703934|775264|14526682|2210768|1780390|5073726|9371790|4228807|10117256|9772627|11605405|24044362|1006758|6432097|6404738|18561596|4286638|194704|4835335|325097|3018278|3522777|368637|4861484|13884177|681478|4302940|9722301|34741556|14869878|1876828|444063|9080824|1090676|1347438|10486234|4071260|1453146
https://www.kulinarika.net/recepti/sladice/pecivo/buhteljni-z-vanilijevo-kremo/20701 : 6642249|9671960|5433750|652555|4008792|2214839|6322550|1229215|12957728|6185078|25818469|3082829|4204012|10389716|4091877|1325450|6110016|4097286|11315553|16685465|16232336|2895346|5346142|2996619|2418461|12808391|662498|3162853|1524000|1863177|8028295|6255321|7197080|148818|2073693|16639843|9525591|33092092|3769235|18736310|2217294|3499234|181238|75780|611559|1266756|1254362|2436208|6639144|14899499|5213313|4730006|4590903|4777561|2494695|5229376|3048762|26265690|2344782|1026956|5207987|2099693|4403114|4589583|13972883|4714305|3513814|1388470|1986035|4830350|19744998|2862036|2354119|11019313|2832972|25212111|302255|5127409|3493030|1346693|1306790|1433208|1748573|11779215|9998020|6326014|1973935|5853864|935500|1697001|6102501|3549343|11390846|1026694|12290755|9556423|1984398|13494962|8929939|10641865|3779925|492517|783098|1473369|20919431|5232437|2491695|986375|3622719|2952760|10117527|8509709|2604783|827502|10624081|5655559|2899331|19691999|7339381|31276703|2500760|5896605|19045416|1385803|5695377|751710|66912|12139847|2099334|8243134|3788258|21702314|426275|3414851|3758665|9280790|2581318|2345155|3512025|4231534|5424502|4171363|13494261|1979742|4949089|14872847|447949|1540700|4214962|5476018|1640896|34711041|9723562|9199256|1962730|1847562|11535168|991937|7191203|827607|11527107|4950861|3796383|2243630|11458463|660662|971356|11779616|2886955|1037780|1757703|14804635|7301357|18485649|7916033|8946884|14859274|1081652|2159268|25625590|3606635|9716731|4208801|12498080|6733757|3063231|2495201|8401992|4059808|8691538|1041839|2910898|4848704|2844139|1981137|5019783|49554|2142862|862340|428299|3534212|12387383|3021259|453840|16531868|27573026|1032017|24981014|6497598|8921750|10344647|4559931|2934829|1156134|1001991|2286396|1780390|5073726|8805784|5485552|4699366|5251681|4387214|2901108|9248256|3126515|7724906|16676403|2789319|8987431|16330897|325097|6639496|16790460|12964377|4861484|11512700|5726875|4302940|9177418|24744056|13631757|1860775|14024|9080824|3509911|1347438|4846155|4071260|1453146
https://www.kulinarika.net/recepti/seznam/sladice/pecivo : 12540433|5693162|5433750|652555|2078703|35617871|2089313|12837350|6634256|6185078|10409750|17490647|4471541|1665582|11715023|1325450|330365|488930|4350167|29687286|4137557|6257188|2487932|17019437|3564419|24634993|16326196|6735962|7647504|18472520|5514470|14607689|30259737|2333139|3875202|3476582|7215885|32617633|1989093|6488569|2760580|15277767|1677633|1217442|8669975|2789366|1254362|8519187|4167840|1580247|6451433|5710359|1331796|9868510|1281577|9273802|11781436|27199745|2344782|1026956|5207987|5039889|66034028|2591280|7475015|16219409|1324271|1388470|17802547|14851194|6975155|11100488|3954803|7946728|4626360|13513681|9591419|26913206|846376|3832922|40924275|1433208|10416766|9998878|8580781|40331875|440137|2985342|935500|1072637|7824203|37361032|1430046|26142974|11373769|22715880|7065277|13494962|29401614|9677267|3779925|492517|5250028|14980444|14243428|50725|12013844|2113118|10716410|10506148|6263263|323344|13737215|827502|22426102|1529390|4923505|20764686|1248536|8298096|11870273|4645489|8628100|11803115|16429559|2359349|4357919|12516|3922244|12775877|3788258|2892592|9261076|3329947|12347324|9280790|3329412|4498196|177329|3430684|8984555|6173108|2961322|6038640|1006240|4344625|27409769|1540700|11093793|27494653|473536|9714802|12075448|19911052|1962730|14530847|11535168|10229138|8541590|827607|21815566|4950861|1912313|3245487|10576616|660662|1778639|2752141|3027969|2791368|11298564|3091664|552943|13832195|6257173|19884604|8771122|28352|8293786|14786152|28665450|16553356|3444410|19520106|12262773|3063231|4668389|12331000|13354676|14379031|1567582|2804036|3979805|3123523|11669764|5019783|452223|4625635|862340|6419707|38936519|7548864|26434769|28412946|25941968|7618836|2784694|2973713|4479590|13758932|11568114|11161839|1877858|1156134|12519052|2286396|5813457|5073726|10197265|11224398|17663713|15560580|34598806|8848403|18454695|3812157|3754502|7705255|1848721|8987431|12823609|325097|469846|1442848|12964377|4861484|10489680|950783|476267|9610309|4093476|1872488|10110440|8430568|6645294|8783542|1347438|1557590|4071260|11598082
https://www.kulinarika.net/recepti/seznam/sladice?offset=100 : 12540433|2761224|5433750|652555|11834001|41985|73123|12837350|12957728|6185078|2472663|17490647|21051644|1665582|11715023|1325450|330365|4353446|4350167|14521177|4137557|6257188|2487932|6383008|3564419|1356458|16326196|6735962|7647504|3108246|13886030|13628782|11741578|2333139|4811190|15017270|4880775|32617633|16596720|6488569|2760580|7953499|1677633|1217442|8084014|2789366|1254362|10892655|4167840|1580247|6451433|3508080|1331796|9868510|1281577|9273802|11075740|27199745|2344782|1026956|5207987|47394|66034028|4589583|7475015|16219409|1324271|1388470|23925646|14851194|6975155|12929337|3954803|7923443|4626360|14682390|9324562|3867770|846376|3832922|40924275|1433208|10416766|9998878|2439599|1359777|1973935|2985342|935500|1072637|7824203|32425630|1430046|6368972|12651760|36611820|4548023|13494962|29401614|9677267|698661|492517|4310839|26299337|7319934|50725|12013844|2113118|14305655|10506148|6263263|323344|6665844|827502|34936306|1529390|4923505|20764686|1248536|8298096|11870273|4645489|8628100|11803115|8242321|2359349|4357919|12516|3922244|10079853|3788258|2892592|32289996|3329947|12347324|9280790|3329412|9308837|177329|4231534|8984555|6173108|2961322|6038640|4949089|4344625|12672685|1540700|11093793|28665190|1809044|9714802|1415546|22194583|1962730|14530847|11535168|6286762|8541590|827607|21815566|2313701|1912313|3245487|8122632|660662|1778639|2345380|5338352|2791368|11298564|6397360|8646437|18455758|6257173|6459112|8771122|28352|8293786|14786152|14883076|16553356|3444410|15540795|1417227|3063231|1992863|4379060|13354676|14379031|1567582|2804036|6308273|3123523|11669764|5019783|452223|4625635|862340|6419707|8408037|12387383|8920541|6786752|26975943|32752173|2784694|2973713|4479590|12432880|11568114|11161839|3376140|1156134|12519052|2286396|20185379|5073726|10197265|2638445|14805476|15560580|34598806|8848403|18454695|3812157|29350586|13918562|5164339|8987431|12823609|325097|469846|1442848|12964377|4861484|10489680|5726875|476267|9610309|4093476|1872488|10110440|8430568|3612374|8783542|1347438|1557590|4071260|1997318
https://www.kulinarika.net/recepti/seznam/sladice?offset=120 : 12540433|2761224|5433750|652555|31499227|9042881|73123|10689350|12957728|1108379|11899708|15936776|22334081|1665582|11715023|1325450|330365|488930|3432393|5904900|4137557|6257188|2487932|8581481|3564419|24634993|16326196|6735962|7647504|5474043|8121632|14607689|11589712|1752330|3875202|16639843|12411638|28505253|16596720|6488569|2760580|1171672|1677633|1217442|8669975|2789366|1254362|1143862|4167840|1580247|6451433|6015715|1331796|9868510|1281577|9273802|11781436|34364932|2344782|1026956|4061002|5039889|34283370|4589583|7475015|16219409|1324271|1388470|23774713|14851194|636726|12929337|9336078|7946728|4626360|14682390|9324562|26913206|846376|3832922|2582665|1433208|10416766|9998878|2439599|8652513|1973935|2985342|935500|1072637|7824203|13221365|1430046|7043317|7084803|12988915|7065277|13494962|5822856|9677267|2207325|492517|5250028|7912784|8771043|50725|4505773|2113118|10716410|10506148|6263263|323344|13737215|827502|7827886|1529390|4923505|1382378|1248536|8298096|3966032|3782528|3430822|6176760|16429559|2359349|4357919|12516|3922244|4533546|3788258|2892592|8558574|3329947|12347324|8523315|3329412|9308837|177329|4231534|8984555|6173108|2961322|6038640|4949089|4344625|7040980|1540700|11093793|28665190|1809044|6330094|1842517|4560356|1962730|14530847|8157820|6229334|8541590|827607|18583555|4950861|1912313|2798209|10576616|660662|1778639|36911046|5338352|2791368|1241020|2327979|37864814|13781030|6257173|126063|8771122|28352|8293786|14786152|19175259|14465424|3444410|19520106|12262773|3063231|4668389|12331000|1368893|14379031|1567582|2804036|1799523|3123523|11669764|5019783|452223|4625635|862340|6419707|38936519|12387383|26434769|28412946|10821442|58485286|2784694|2973713|4479590|6102894|11568114|8128447|3376140|1156134|12519052|2286396|4458946|5073726|10197265|11224398|17083499|5221512|34598806|8848403|18454695|3812157|29350586|13918562|5164339|8987431|3900795|325097|469846|1442848|12964377|4861484|3137220|5726875|476267|2279317|716037|14869878|10110440|8430568|3927011|8783542|1347438|1557590|4071260|11598082
https://www.kulinarika.net/recepti/seznam/sladice?offset=20 : 12540433|14622336|5433750|652555|2078703|35617871|73123|280181|12957728|6185078|11899708|11562957|4471541|1665582|11715023|1325450|330365|488930|4350167|29687286|4137557|6257188|2487932|17019437|3564419|5748759|16326196|6735962|7647504|18472520|22477732|11071381|25305008|2333139|5613858|16639843|12411638|1946539|16596720|6488569|2760580|15661115|1677633|1217442|8669975|2789366|1254362|10892655|4167840|1141788|6451433|2825491|1331796|11579250|1281577|9273802|11781436|27199745|175063|1026956|5207987|5039889|3099554|4589583|7475015|20959797|1324271|1388470|191896|19716412|6975155|12929337|3954803|7946728|4626360|14682390|8041694|34472913|846376|3832922|6732024|1433208|10416766|9998878|2439599|11947753|440137|2985342|935500|1072637|7824203|28090749|1430046|26142974|11373769|36611820|7065277|13494962|4339276|1057076|2207325|492517|2931473|20194721|14243428|50725|5818330|2113118|15721544|4571255|6263263|323344|12482647|827502|42390333|1529390|2861436|4716506|1248536|8298096|11870273|22480844|8628100|1496311|16429559|2359349|4357919|12516|3922244|12775877|3788258|2892592|9261076|3329947|11167676|9280790|3329412|9308837|177329|4231534|3876792|6173108|2961322|18611536|4949089|4344625|41045542|1279566|11093793|24135269|473536|9714802|1415546|26987400|1962730|14530847|11535168|5127807|8541590|827607|5154004|4950861|1912313|3245487|10576616|660662|1778639|16240472|5338352|2791368|10169579|6397360|51400301|20257757|6257173|6459112|14859274|28352|8293786|14786152|28665450|16553356|3444410|19520106|12262773|3063231|3908589|12331000|13354676|3241426|1567582|2804036|6308273|3123523|11669764|5019783|452223|4625635|862340|6419707|38936519|12387383|1198834|19051915|2129973|11825922|2784694|2973713|4479590|5021349|11568114|11161839|3376140|1156134|10097814|2286396|2276759|5073726|10197265|11224398|17663713|15560580|34598806|8848403|11278623|3812157|29350586|18561596|1848721|883185|12823609|325097|469846|1442848|12964377|4861484|10489680|5726875|4302940|9610309|4093476|142314|10110440|8430568|4862957|8783542|1347438|1557590|4071260|7885237
https://www.kulinarika.net/recepti/seznam/sladice/pecivo?offset=100 : 12540433|2761224|5433750|652555|8923204|17098710|5060861|280181|12957728|6185078|666140|30900358|2811328|1665582|11715023|1325450|330365|4353446|4350167|29687286|4137557|6257188|2487932|4510445|3564419|12288209|16326196|6735962|7647504|10859440|22477732|26522311|25095221|2333139|5613858|15017270|85237|24411439|16596720|6488569|2760580|2616400|1677633|1217442|8669975|2789366|1254362|10892655|4167840|111224|6451433|2734274|1331796|13337579|1281577|9273802|11781436|9024494|2344782|1026956|746188|4257483|23918428|4589583|7475015|20959797|1324271|1388470|191896|19716412|6975155|11100488|2135326|7946728|4626360|13513681|28238656|14513053|846376|3832922|6732024|1433208|10416766|9998878|8580781|5691549|1973935|2985342|935500|1072637|471758|7460597|1430046|944880|12651760|26327086|7065277|7584463|11479843|9677267|3779925|492517|8725015|14228394|7319934|50725|12013844|2113118|14305655|28471986|6263263|323344|7091512|827502|42390333|1529390|4923505|40625047|1248536|5729211|10127862|14730176|26176448|11803115|16429559|2359349|713814|12516|3922244|12775877|3788258|2892592|5104774|3329947|32155592|9280790|2184930|6118840|177329|4231534|2749869|156307|9068669|18611536|4949089|4344625|28450947|1540700|25101146|13484170|1809044|6248986|12075448|25476191|1962730|2341671|2230014|5517924|4762604|827607|5154004|4950861|1912313|3245487|10576616|660662|1778639|37707169|5338352|2791368|11298564|6397360|552943|28985394|6257173|2064873|14859274|28352|8293786|14786152|28590445|9693748|3444410|19520106|8506546|3063231|4668389|12331000|13354676|14379031|1567582|2804036|15423138|3123523|11669764|5019783|452223|3079023|862340|6419707|38936519|12387383|1198834|19656208|26009148|11825922|4671691|2973713|4479590|5021349|883550|11161839|1877858|1156134|12281605|2286396|4506195|5073726|6378113|11224398|11051046|15560580|17153636|8848403|18454695|3415454|2838405|2822571|3293074|8987431|12823609|325097|469846|1442848|12964377|4861484|10489680|5726875|4302940|9610309|4093476|13012408|10110440|8430568|6645294|8783542|1347438|544659|4071260|11598082
https://www.kulinarika.net/recepti/seznam/sladice/pecivo?offset=120 : 4665802|2761224|5433750|652555|9684574|35617871|5060861|280181|12957728|6185078|11899708|2433804|27057869|1665582|2344270|1325450|330365|4353446|4350167|669144|4137557|6257188|2487932|17019437|3564419|9248032|16326196|6735962|7647504|18472520|18086651|3029735|16578488|2333139|5613858|16639843|12411638|27584667|16596720|6488569|934933|3325752|414928|1217442|8669975|2789366|1254362|1143862|4167840|6973862|6451433|6015715|1331796|6451118|1281577|9273802|11781436|16125318|2344782|1026956|4575296|5039889|27883564|4589583|7475015|20959797|1324271|1388470|17666078|22222008|6975155|11100488|2745988|7946728|4626360|13513681|28238656|15717168|846376|3832922|40924275|1433208|6575119|9998878|8580781|1485552|1973935|2985342|935500|1072637|7824203|43044833|1430046|944880|12651760|50264|7065277|2560975|29401614|9677267|3082157|492517|6499712|26299337|8771043|50725|12013844|2113118|9559041|16722827|1582104|323344|11264981|827502|42390333|1529390|4923505|17614078|1248536|8298096|11870273|3782528|31015276|11803115|655091|2359349|4357919|12516|3922244|12775877|3788258|2892592|32289996|3329947|17575298|9280790|3329412|9308837|177329|4231534|2749869|6173108|2961322|18611536|4949089|4344625|31684955|1540700|25101146|4600309|1809044|1355982|9390608|31491660|1962730|5211985|11535168|10229138|8541590|827607|21815566|4950861|1912313|3245487|5590999|660662|1778639|37707169|5338352|2791368|11298564|4563603|552943|28985394|6257173|19884604|4111300|28352|8293786|6633508|13592758|10601026|3444410|19520106|4544400|3063231|4668389|12331000|11459458|14379031|1567582|2804036|46398785|3123523|293815|5019783|452223|4625635|862340|255696|1007313|560922|26434769|28412946|26975943|5924744|4671691|2973713|4479590|4348221|11568114|6172296|456904|1156134|6600568|2286396|11605133|5073726|10197265|1139599|16386026|15560580|22542006|8848403|18454695|3812157|25383281|18561596|12300331|8987431|3900795|325097|469846|1442848|12964377|4861484|10489680|5726875|4302940|9610309|4093476|9357853|6394003|8430568|6645294|8783542|1347438|1557590|4071260|11598082
